b,gamma_boot,beta_low_boot,beta_high_boot,beta_diff_boot,N_boot,N_low_boot,N_high_boot,warning_flag,failed_flag,warning_note
128,1.0380060250036154,0.12062573198383386,0.08344608100427885,-0.037179650979555015,2893,672,2221,TRUE,FALSE,S_cluster unavailable; used robust S
129,1.7971876974931535,0.08901650504442978,0.10338370374591288,0.014367198701483105,2543,2158,385,FALSE,FALSE,
130,1.0380060250036154,0.12099115920273958,0.09933002742394276,-0.02166113177879682,2990,793,2197,FALSE,FALSE,
131,1.503995577222697,0.10766812641447515,0.08486869727217483,-0.02279942914230032,2574,1538,1036,FALSE,FALSE,
132,1.506024096385542,0.1226639642579454,0.08401279230177311,-0.03865117195617229,2338,1043,1295,FALSE,FALSE,
133,1.7081995467002802,0.09855189182868411,0.07196317456181171,-0.026588717266872397,2913,1895,1018,FALSE,FALSE,
134,1.4545454545454546,0.11861182445135773,0.12419535439477117,0.0055835299434134344,2411,526,1885,FALSE,FALSE,
135,1.0650428339903726,0.11693002843637355,0.08062532714291473,-0.03630470129345882,3145,1028,2117,FALSE,FALSE,
136,1.0380060250036154,0.12063289583903443,0.09133220217415985,-0.029300693664874575,3997,1465,2532,FALSE,FALSE,
137,1.8079931039396437,0.0790886183064689,0.08244801190466933,0.003359393598200422,2784,2294,490,FALSE,FALSE,
138,1.8079931039396437,0.1093257238880265,0.08965941376595507,-0.01966631012207143,2429,1515,914,FALSE,FALSE,
139,1.503995577222697,0.11296893060158723,0.08920920133187094,-0.023759729269716298,2866,1705,1161,FALSE,FALSE,
140,1.0380060250036154,0.12191444864636278,0.08667610652587326,-0.03523834212048951,3257,672,2585,TRUE,FALSE,S_cluster unavailable; used robust S
141,1.0380060250036154,0.12512864694519177,0.1028540389116203,-0.022274608033571466,3017,969,2048,FALSE,FALSE,
142,1.5238181228837382,0.11772080764187828,0.09286965550508242,-0.024851152136795868,3059,1908,1151,FALSE,FALSE,
